  -90.0000000000   75.0000000000   50.0000000000
  -50.0000000000   75.0000000000   50.0000000000
#

  -50.0000000000   75.0000000000   25.0000000000
  -70.0000000000   40.3589820862   25.0000000000
  -70.0000000000   40.3589820862   50.0000000000
  -50.0000000000   75.0000000000   50.0000000000
#

  -50.0000000000   75.0000000000   25.0000000000
  -30.0000000000   40.3589820862   25.0000000000
  -30.0000000000   40.3589820862   50.0000000000
  -50.0000000000   75.0000000000   50.0000000000
#

  -50.0000000000   75.0000000000   25.0000000000
  -10.0000000000   75.0000000000   25.0000000000
  -10.0000000000   75.0000000000   50.0000000000
  -50.0000000000   75.0000000000   50.0000000000
#



  -50.0000000000  -75.0000000000   25.0000000000
  -10.0000000000  -75.0000000000   25.0000000000
  -10.0000000000  -75.0000000000   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#

  -50.0000000000  -75.0000000000   25.0000000000
  -30.0000000000  -40.3589820862   25.0000000000
  -30.0000000000  -40.3589820862   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#

  -50.0000000000  -75.0000000000   25.0000000000
  -70.0000000000  -40.3589820862   25.0000000000
  -70.0000000000  -40.3589820862   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#

  -50.0000000000  -75.0000000000   25.0000000000
  -90.0000000000  -75.0000000000   25.0000000000
  -90.0000000000  -75.0000000000   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#

  -50.0000000000  -75.0000000000   25.0000000000
  -70.0000000000 -109.6410217285   25.0000000000
  -70.0000000000 -109.6410217285   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#

  -50.0000000000  -75.0000000000   25.0000000000
  -30.0000000000 -109.6410217285   25.0000000000
  -30.0000000000 -109.6410217285   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#

  -50.0000000000  -75.0000000000   25.0000000000
  -10.0000000000  -75.0000000000   25.0000000000
  -10.0000000000  -75.0000000000   50.0000000000
  -50.0000000000  -75.0000000000   50.0000000000
#



   50.0000000000  -75.0000000000   25.0000000000
   90.0000000000  -75.0000000000   25.0000000000
   90.0000000000  -75.0000000000   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#

   50.0000000000  -75.0000000000   25.0000000000
   70.0000000000  -40.3589820862   25.0000000000
   70.0000000000  -40.3589820862   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#

   50.0000000000  -75.0000000000   25.0000000000
   30.0000000000  -40.3589820862   25.0000000000
   30.0000000000  -40.3589820862   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#

   50.0000000000  -75.0000000000   25.0000000000
   10.0000000000  -75.0000000000   25.0000000000
   10.0000000000  -75.0000000000   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#

   50.0000000000  -75.0000000000   25.0000000000
   30.0000000000 -109.6410217285   25.0000000000
   30.0000000000 -109.6410217285   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#

   50.0000000000  -75.0000000000   25.0000000000
   70.0000000000 -109.6410217285   25.0000000000
   70.0000000000 -109.6410217285   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#

   50.0000000000  -75.0000000000   25.0000000000
   90.0000000000  -75.0000000000   25.0000000000
   90.0000000000  -75.0000000000   50.0000000000
   50.0000000000  -75.0000000000   50.0000000000
#



